osm_id,osm_type,name,amenity,emergency,social_facility,emergency_social_facility,phone,website,operator,lat,lon,facility_type
8813532472,node,Premchand Oswal Hospital,hospital,,,,,,,18.4677248,73.8683031,Hospital
8813545344,node,"Janata Hospital ,Pune",hospital,,,,,,,18.4993855,73.8470078,Hospital
8813559775,node,"Government Hospital, Dhankawadi",hospital,,,,,,,18.4652208,73.8495579,Hospital
8813588472,node,Vasant More Hospital,hospital,,,,,,,18.4533972,73.8698521,Hospital
8813604430,node,Brahm Chaitanya Hospital,hospital,,,,,,,18.6342441,73.7885624,Hospital
8813631718,node,Hazrat Maulana Yunus Sahab Rahmatullah Alaih Dawakhana,hospital,,,,,,,18.4482157,73.856594,Hospital
8813660507,node,G B Indumati Manilal Khanna Hospital,hospital,,,,,,,18.4925761,73.8665946,Hospital
8813690298,node,"VishwaRaj Hospital ,Pune",hospital,,,,,,,18.4896852,74.0224054,Hospital
8813697799,node,"Langhe Hospital ,Shikrapur",hospital,,,,,,,18.6941035,74.1394302,Hospital
8813705904,node,Varadvinayak Children and Eye Hospital,hospital,,,,,,,18.4934295,73.9315228,Hospital
8813785008,node,Ojas Multispeciality Hospital,hospital,yes,,,,,,18.6432539,73.7546177,Hospital
8813801075,node,Rising Medicare Hospital,hospital,,,,,,,18.5537402,73.9393307,Hospital
8813823813,node,Om Hospital,hospital,,,,,,,18.6241345,73.8545347,Hospital
8814055556,node,Late Pruthak Barate Hospital,hospital,,,,,,,18.4753187,73.7975854,Hospital
8814079665,node,Sanjeevan Hospital,hospital,,,,,,,18.6240914,73.8538715,Hospital
8814103200,node,Apollo Spectra Hospitals,hospital,,,,,,,18.5029796,73.8520221,Hospital
8814211464,node,Shree Hospital,hospital,,,,,,,19.1803243,74.0924674,Hospital
8814221505,node,Maulinath Multispeciality Hospital,hospital,,,,,,,18.6918512,74.1323398,Hospital
8814252813,node,Siddhivinayak Hospital,hospital,,,,,,,18.256667,73.8871068,Hospital
8814464678,node,Life Line Hospital,hospital,,,,,,,18.6342365,73.8492487,Hospital
8814493799,node,Mahalaxmi Hospital,hospital,,,,,,,18.4595771,74.5829598,Hospital
8814550418,node,Jeevanjyoti Hospital,hospital,,,,,,,18.6048925,73.7785403,Hospital
8814558320,node,Sparsh Hospital,hospital,,,,,,,18.7040018,73.6845571,Hospital
8816133538,node,Unique Neonatal & Pediatric Intensive Care Unit Pvt Ltd,hospital,,,,,,,19.1819202,74.0967026,Hospital
8816294508,node,"Government Hospital, Nirgudsar",hospital,,,,,,,18.9826859,74.0435734,Hospital
9128842332,node,city hospiyal,hospital,,,,,,aditi,18.4713114,73.8878684,Hospital
9143796444,node,Om Hospital in Pune,hospital,,,,,,,18.4747094,73.8844764,Hospital
9168965822,node,Sai Shradha Health Care Centre,hospital,yes,,,,,,18.6001094,73.9096618,Hospital
9180373001,node,Chellaram Hospital,hospital,,,,,,,18.5196786,73.769934,Hospital
9198957609,node,Om Childrens Clinic,hospital,,,,,,,18.597536,73.9088733,Hospital
9215613545,node,Thite Multispeciality Hospital,hospital,,,,,,,18.5629303,73.9400147,Hospital
9215757550,node,Metropolis Healthcare Ltd,hospital,,,,,,,18.5078453,73.8265103,Hospital
9215836851,node,Shree laxmi Hospital,hospital,,,,,,,18.5503243,73.9372721,Hospital
9295472627,node,Joshi Hospital,hospital,,,,,https://www.drabhijeetjoshi.co.in/,Novosalus,18.5178773,73.842284,Hospital
9296005824,node,Ruby Hall,hospital,,,,,https://www.cardiologyindia.in/,Novosalus,18.5334658,73.8769727,Hospital
9403075422,node,Benecare Superspeciality Hospital,hospital,,,,,,,18.5639725,73.777019,Hospital
9469034214,node,Tirupati Hospital,hospital,,,,,,,18.5167814,73.774807,Hospital
9536733743,node,Patil Eye Hospital,hospital,yes,,,,https://www.patileyehospital.com/,novosalus,18.646076,73.8499688,Hospital
9732585256,node,Symbiosis University Hospital & Research Centre,hospital,yes,,,,,,18.5389496,73.7279701,Hospital
9816866773,node,"Rural Police Station, Supe",police,,,,,,Vadgaon Nimbalkar,18.3331184,74.3706366,Police Station
9816909943,node,Pushp Clinic,hospital,yes,,,,,Dr Lonkar,18.3392273,74.3807974,Hospital
9944255766,node,Vardan Clinic,hospital,,,,,,Jyoti,18.6727318,73.7323569,Hospital
9952192183,node,Saswad police station,police,,,,,,,18.3463353,74.0298813,Police Station
9954213614,node,Mule Hospital and Chikitsalay diagnostics,hospital,,,,,,,18.5867313,73.7809817,Hospital
9981925165,node,Little miracle childrens hospital,hospital,,,,+91 77579 33138,,,18.5945809,73.7687807,Hospital
10010729790,node,Manipal Hospital,hospital,,,,,,Novosalus,18.5663598,73.7695757,Hospital
10054125792,node,Koregaon Police Chowki,police,,,,,,,18.5393504,73.8997958,Police Station
10108645141,node,Aashirwad Hospital,hospital,yes,,,,,,18.479729,73.8282621,Hospital
10109217027,node,Care lifeline hospital,hospital,,,,,,,18.611843,73.7836895,Hospital
10109217028,node,साईकृपा रुग्णालय,hospital,,,,,,,18.611978,73.7838011,Hospital
10172902304,node,Modern Hospital,hospital,,,,,,,18.5157161,73.8688388,Hospital
10172907598,node,Saswad ST stand,hospital,,,,,,,18.3500076,74.0292615,Hospital
10172907600,node,Sant Dnyaneshwar Palkhi tal 1,hospital,,,,,,,18.3498876,74.0262279,Hospital
10172907601,node,Sant Dnyaneshwar Palkhi tal 2,hospital,,,,,,,18.350887,74.0259639,Hospital
10172907602,node,Sport Ground,hospital,,,,,,,18.3469456,74.0273196,Hospital
10172907604,node,Dhanvantari Hospital,hospital,,,,,,,18.3511289,74.028383,Hospital
10172907609,node,Waghire college Ground,hospital,,,,,,,18.354553,74.0251132,Hospital
10172914027,node,mothercare hospital,hospital,,,,,,,18.4873135,73.8761077,Hospital
10172914028,node,metro advanced homeopathy clinic,hospital,,,,,,,18.4864264,73.8740424,Hospital
10172914029,node,suraj hospital,hospital,,,,,,,18.4814426,73.872471,Hospital
10172914030,node,anvi ENT and thyroid clinic,hospital,,,,,,,18.4840027,73.8716266,Hospital
10172914032,node,sharda clinic,hospital,,,,,,,18.5012435,73.8663445,Hospital
10172914040,node,immunology and rheumatology clinic,hospital,,,,,,,18.4958983,73.8886709,Hospital
10172914042,node,sahyadri hospital,hospital,,,,,,,18.4781663,73.8621023,Hospital
10172914043,node,harsh hospital,hospital,,,,,,,18.4803051,73.8661942,Hospital
10172914044,node,apollo clinic,hospital,,,,,,,18.5644671,73.9139265,Hospital
10172914045,node,bhagali clinic and nursing home,hospital,,,,,,,18.474674,73.8580682,Hospital
10172914046,node,sayar hospital,hospital,,,,,,,18.4734893,73.8626065,Hospital
10172914047,node,isshan orthopedic hospital,hospital,,,,,,,18.4728083,73.8631451,Hospital
10172914048,node,dr kashyab nursing home,hospital,,,,,,,18.4705573,73.8643492,Hospital
10172914049,node,,hospital,,,,,,,18.4705532,73.8632764,Hospital
10172925426,node,Bora Hospital,hospital,,,,,,,18.5104549,73.8639446,Hospital
10172926367,node,kedari Hospital,hospital,,,,,,,18.5152955,73.8754518,Hospital
10172942164,node,Umarji Hospital,hospital,,,,,,,18.5119365,73.857759,Hospital
10172942165,node,Panchsheel Hospital,hospital,,,,,,,18.5140768,73.8692464,Hospital
10172942167,node,Sardar Patel Genral Hospital,hospital,,,,,,,18.5027364,73.8771188,Hospital
10172942168,node,Meera Hospital,hospital,,,,,,,18.5023171,73.8746937,Hospital
10172942169,node,Allice Munot Hospital,hospital,,,,,,,18.5025502,73.8686991,Hospital
10172942170,node,Kering Hospital,hospital,,,,,,,18.5030034,73.8681299,Hospital
10172942172,node,G.M Babubbhai Memo Hospital,hospital,,,,,,,18.508112,73.8751436,Hospital
10172942175,node,Military Hospital,hospital,,,,,,,18.4924252,73.8823382,Hospital
10172942176,node,CHandralok Hospital,hospital,,,,,,,18.4803326,73.8610219,Hospital
10172942177,node,Sangam Hospital,hospital,,,,,,,18.4757475,73.857877,Hospital
10172966014,node,"Centre for Police Research - CPR,",police,,,,,,,18.540655,73.8224604,Police Station
10172977859,node,Oyster and Pearl Hospital,hospital,,,,,,,18.5318931,73.8472769,Hospital
10172977865,node,Ghaisas ENT Hospital,hospital,,,,,,,18.5172397,73.8423562,Hospital
10172977866,node,Phadke Hospital,hospital,,,,,,,18.5183149,73.843879,Hospital
10172977868,node,Seth Tarachand Hospital,hospital,,,,,,,18.5177725,73.864031,Hospital
10172977869,node,Shre Samarth Hospital,hospital,,,,,,,18.5180497,73.8658612,Hospital
10172977877,node,Ruby Hall Clinic,hospital,,,,,,,18.5327841,73.8773654,Hospital
10172977879,node,Red blood hospital,hospital,,,,,,,18.5273893,73.8710163,Hospital
10172977880,node,Nityashraddha super speciality hospital,hospital,,,,,,,18.5278495,73.8760898,Hospital
10172977881,node,N. M. Wadia Institute of Cardiology,hospital,,,,,,,18.5307461,73.8771922,Hospital
10172977882,node,WEST VALLEY MULTISPECIALITY HOSPITAL PVT LTD,hospital,,,,,,,18.5351432,73.8765318,Hospital
10172977883,node,Kawediya Hospital,hospital,,,,,,,18.5242312,73.8627099,Hospital
10172977888,node,Unique Hospital,hospital,,,,,,,18.5221641,73.8676777,Hospital
10172977893,node,Sadhu Vaswani Missions Medical Complex,hospital,,,,,,,18.5347719,73.8874441,Hospital
10172983019,node,school Ground,hospital,,,,,,,18.3540562,74.0328935,Hospital
10172986709,node,Poona Hospital and Research Centre,hospital,,,,,,,18.510644,73.8420437,Hospital
10172986710,node,DEENDAYAL MEMORIAL HOSPITAL,hospital,,,,,,GOVT,18.5249802,73.8411721,Hospital
10172986712,node,KAMLA NEHRU HOSPITAL,hospital,,,,,,GOVT,18.5229428,73.8620344,Hospital
10172986714,node,GLOBAL HOSPITAL & RESEARCH,hospital,,,,,,,18.5012869,73.8410045,Hospital
10172986715,node,RANKA HOSPITAL,hospital,,,,,,,18.4949578,73.8619001,Hospital
10173005946,node,Joshi Hospital,hospital,,,,,,,18.5179034,73.8422853,Hospital
10173005947,node,Prayag Hospital,hospital,,,,,,,18.5174841,73.842789,Hospital
10173007817,node,PUNE ADVENTIST HOSPITAL,hospital,,,,,,,18.491946,73.8709604,Hospital
10173007819,node,HARIJIVAN HOSPITAL,hospital,,,,,,,18.5001316,73.8543108,Hospital
10211451431,node,lokmanya hospital,hospital,no,,,,,all,18.6373267,73.7903342,Hospital
10211453602,node,lokmanya hospital,hospital,,,,,,,18.6337814,73.8032159,Hospital
10219080692,node,hospital26,hospital,,,,,,,18.5583938,73.9309874,Hospital
10219123476,node,UNDRE HP,hospital,,,,,,,18.5814556,73.9856214,Hospital
10219123478,node,PHC,hospital,,,,,,,18.5799148,73.9827951,Hospital
10219123481,node,HOSPITAL 9,hospital,,,,,,,18.5795587,73.9876243,Hospital
10219123490,node,SKINN AND HAIR CLINIC,hospital,,,,,,,18.5777941,73.9951355,Hospital
10219138027,node,Bavdhan Police Chowki,police,,,,+91-020-22934622,,,18.5225916,73.7796133,Police Station
10219159607,node,,hospital,,,,,,,18.5823427,73.9805643,Hospital
10219159608,node,,hospital,,,,,,,18.5813689,73.9831702,Hospital
10219159609,node,,hospital,,,,,,,18.5833077,73.9831235,Hospital
10219159610,node,,hospital,,,,,,,18.5829181,73.9770058,Hospital
10219159611,node,,hospital,,,,,,,18.5813104,73.9913616,Hospital
10219159612,node,,hospital,,,,,,,18.5792033,73.9819282,Hospital
10219159614,node,,hospital,,,,,,,18.5782826,73.9758572,Hospital
10219159615,node,,hospital,,,,,,,18.5738773,73.9652574,Hospital
10219159616,node,shree shidhi hospital,hospital,,,,,,,18.5755248,73.9600792,Hospital
10219198227,node,Public health Care Wagoli,hospital,,,,,,,18.5799268,73.982826,Hospital
10219198228,node,care hospital,hospital,,,,,,,18.581348,73.9851155,Hospital
10219198229,node,Undre Hospital,hospital,,,,,,,18.5814961,73.9855996,Hospital
10219198235,node,Shinde Hospitals,hospital,,,,,,,18.5801148,73.9815294,Hospital
10219198236,node,Pulse Speciality Hospital,hospital,,,,,,,18.5867939,73.9664803,Hospital
10219198237,node,Morya Hospitals,hospital,,,,,,,18.5748109,73.9618613,Hospital
10219198238,node,Siddheswar Hospitals,hospital,,,,,,,18.5733714,73.9557181,Hospital
10219198239,node,Medinova Hospital,hospital,,,,,,,18.5762741,73.9634679,Hospital
10219198240,node,Dhanwatari Hospital,hospital,,,,,,,18.5791205,73.9794326,Hospital
10219198241,node,Sai Hospitals,hospital,,,,,,,18.5818139,73.9885029,Hospital
10219198242,node,Siddheswar Hospital,hospital,,,,,,,18.5733934,73.9557641,Hospital
10219198243,node,Lotus Hospital,hospital,,,,,,,18.578795,73.9792027,Hospital
10219198244,node,Care Hospitals,hospital,,,,,,,18.5748089,73.961192,Hospital
10219198246,node,police station Wagoli;Wagoli police station,police,,,,,,,18.5818249,73.9868542,Police Station
10219198247,node,lonikand Police station,police,,,,,,,18.620529,74.0237993,Police Station
10219198248,node,Unit 6 Police Station,police,,,,,,,18.572673,73.9782357,Police Station
10219216817,node,,hospital,,,,,,,18.5732671,73.975321,Hospital
10219216818,node,,hospital,,,,,,,18.5784537,73.9611375,Hospital
10219216819,node,,hospital,,,,,,,18.5789012,73.9571464,Hospital
10219216821,node,,hospital,,,,,,,18.5764605,73.9703857,Hospital
10219216822,node,,hospital,,,,,,,18.5720966,73.9841075,Hospital
10219216823,node,,hospital,,,,,,,18.567375,73.9569307,Hospital
10219216824,node,,hospital,,,,,,,18.5715041,73.9578748,Hospital
10219216825,node,,hospital,,,,,,,18.5717686,73.9559436,Hospital
10219216826,node,,hospital,,,,,,,18.5651782,73.9581752,Hospital
10219216827,node,,hospital,,,,,,,18.5644662,73.9627028,Hospital
10219216828,node,,hospital,,,,,,,18.5655036,73.9468456,Hospital
10219230625,node,Life Line Hospital,hospital,,,,,,,18.5837117,73.9896156,Hospital
10219230627,node,Care Hospital,hospital,,,,,,,18.5813193,73.9851071,Hospital
10219230629,node,Medinova Hospitals,hospital,,,,,,,18.5762624,73.9634374,Hospital
10219230630,node,Lotus Hospitals,hospital,,,,,,,18.5787686,73.9792657,Hospital
10219230631,node,Shusshrusha Hospital,hospital,,,,,,,18.5846747,73.9915895,Hospital
10219230632,node,Shinde Hospitals,hospital,,,,,,,18.580056,73.9815296,Hospital
10219230635,node,Rainbow Hospitals,hospital,,,,,,,18.5803943,73.9899857,Hospital
10219230636,node,Sai Hospitals,hospital,,,,,,,18.5778028,73.9951077,Hospital
10219230637,node,Unity Hospitals,hospital,,,,,,,18.5807427,73.988689,Hospital
10219230638,node,Morya Hospitals,hospital,,,,,,,18.5748601,73.9618107,Hospital
10219230639,node,Pulse hospitals,hospital,,,,,,,18.5867951,73.9664379,Hospital
10219230641,node,Metro Hospitals,hospital,,,,,,,18.580852,73.9821671,Hospital
10219230642,node,Shinde hospitals,hospital,,,,,,,18.5801484,73.9814572,Hospital
10219230643,node,wagoli police station,police,,,,,,,18.581217,73.9865263,Police Station
10219230644,node,Police Station,police,,,,,,,18.5713171,73.9790844,Police Station
10219230645,node,Chandan nagar police,police,,,,,,,18.5570956,73.9280864,Police Station
10219230646,node,Life line hospital,hospital,,,,,,,18.5844508,73.9891607,Hospital
10219230647,node,imax Eye care hospital,hospital,,,,,,,18.5831658,73.9864644,Hospital
10219240225,node,,hospital,,,,,,,18.5813557,73.9851683,Hospital
10219240226,node,,hospital,,,,,,,18.5813711,73.9851159,Hospital
10219240227,node,,hospital,,,,,,,18.5814429,73.9856121,Hospital
10219240228,node,,hospital,,,,,,,18.5814616,73.9856224,Hospital
10219240229,node,,hospital,,,,,,,18.5815015,73.9855996,Hospital
10219240230,node,,hospital,,,,,,,18.5815238,73.9855901,Hospital
10219240231,node,,hospital,,,,,,,18.5801722,73.9830935,Hospital
10219240232,node,,hospital,,,,,,,18.5799659,73.9828262,Hospital
10219240233,node,,hospital,,,,,,,18.5799266,73.9827946,Hospital
10219240234,node,,hospital,,,,,,,18.5798816,73.9828739,Hospital
10219240235,node,,hospital,,,,,,,18.579814,73.9829543,Hospital
10224833643,node,Shashwat Hospital,hospital,,,,,http://shashwathospitalpune.com/shkth/,,18.4944973,73.8135873,Hospital
10262969902,node,Chavan Hospital,hospital,yes,,,,,,18.459162,73.8254504,Hospital
10290761614,node,Otur Police Station,police,,,,,,Pune Gramin,19.2702595,73.9816636,Police Station
10300636347,node,Lakshya cancer hospital,hospital,,,,+91 80072 41918,,,18.6025763,73.7773987,Hospital
10302381890,node,Wakad Police Station,police,,,,02027261120,,,18.607337,73.7653112,Police Station
10304957656,node,Chinchwad Police Station,police,,,,,,,18.6293245,73.7799961,Police Station
10312951374,node,sai medical,hospital,,,,,,,18.6568824,73.7751023,Hospital
10312986287,node,Accord hospital,hospital,yes,,,6497052331,,Unknown,18.6481462,73.8498404,Hospital
10536394543,node,Global hospital and research center,hospital,,,,,,,18.6464468,73.7571643,Hospital
10564392446,node,Dr Mhaske Hospital and Research Centre Pvt Ltd,hospital,,,,,,,18.500696,73.9415815,Hospital
10566607673,node,Rahatani Fire Station,fire_station,,,,,,Pimpri-Chinchwad Municipal Corporation,18.5962353,73.7817161,Fire Station
10566635071,node,Fire Station Pradhikaran,fire_station,,,,,,Pimpri-Chinchwad Municipal Corporation,18.6592478,73.7717409,Fire Station
10566662372,node,Chikhali Fire Station,fire_station,,,,,,Pimpri-Chinchwad Municipal Corporation,18.6644103,73.8177985,Fire Station
10566692810,node,Main PCMC Fire Station,fire_station,,,,,,Pimpri-Chinchwad Municipal Corporation,18.6227621,73.8180479,Fire Station
10569716766,node,Vaibhav Nursing Home,hospital,,,,,,,18.5875992,73.8871753,Hospital
10579277150,node,Alpha hospital,hospital,,,,,,,18.5984803,73.7640386,Hospital
10589832892,node,Ingale Hospital,hospital,,,,,,,18.6145416,73.7855399,Hospital
10590397253,node,Thergaav Fire Station,fire_station,,,,,,Pimpri-Chinchwad Corporation,18.612189,73.7788059,Fire Station
10593818829,node,Care Hospital,hospital,,,,,,,18.4645854,73.8906932,Hospital
10595648368,node,,hospital,,,,,,,18.5071972,73.7947857,Hospital
10603175290,node,sancheti bhavan,social_facility,,shelter,,,,,18.6137401,73.77632,Emergency Shelter
10603369857,node,Care Hospital,hospital,,,,,,,18.5827149,73.9882918,Hospital
10610500277,node,Vishrantwadi Police Station,police,,,,,,,18.5646718,73.8775269,Police Station
10654184123,node,,hospital,,,,,,,18.6084525,73.7772728,Hospital
10657354394,node,Police Station Ravet,police,,,,,,,18.6418999,73.7554515,Police Station
10679656824,node,Orion hospital,hospital,yes,,,,,,18.6001101,73.7634111,Hospital
10679656826,node,Nakshatra eye hospital,hospital,,,,,,,18.5999218,73.7634297,Hospital
10699280077,node,Arun Hospital,hospital,yes,,,,,,18.8253312,74.3751196,Hospital
10719595734,node,Emcure Pharmaceuticals Limited,hospital,,,,,,,18.5951164,73.7126552,Hospital
10719641531,node,LifeTree Hospital,hospital,,,,,,,18.5915925,73.7435469,Hospital
10722688526,node,Marunji Hospital,hospital,,,,,,,18.6125561,73.7165025,Hospital
10722700408,node,Yashoda Children and Maternity Hospital (Pediatrician and Gynaecologist),hospital,,,,,,,18.611846,73.7171417,Hospital
10723431692,node,Dr. Satra's Dental Clinic,hospital,,,,,,Identifies as women-owned,18.5998927,73.8158263,Hospital
10724934819,node,Khare Dental Clinic,hospital,,,,,,,18.6001927,73.8177383,Hospital
10724936330,node,Ashtavinayak Dental Clinic,hospital,,,,,,,18.5985006,73.8161559,Hospital
10724936331,node,Datacha Dawakhana,hospital,,,,,,,18.5982284,73.816064,Hospital
10724941692,node,SANJIVANI HOSPITAL,hospital,,,,,,,18.5954785,73.8164532,Hospital
10724941693,node,घनवट हॉस्पिटल,hospital,,,,,,,18.595659,73.8163512,Hospital
10724941694,node,Shri Hospital,hospital,,,,,,,18.5969642,73.8152335,Hospital
10724999583,node,,hospital,,,,,,,18.5498595,73.8720836,Hospital
10725036852,node,Late.Mahadu Sakharam Tingare,fire_station,,,,,,Pune Municiple Corporation,18.5969833,73.9065533,Fire Station
10725122651,node,siddhivinayak maternity hospital and infetility center,hospital,,,,,,,18.6713107,73.8913009,Hospital
10725513809,node,Wakad Police Chowky,police,,,,,,,18.5920496,73.75756,Police Station
10725751758,node,Kand Clinic,hospital,,,,,,,18.6033572,73.8244802,Hospital
10725760953,node,PCMC Hospital,hospital,,,,,,,18.6023463,73.8251725,Hospital
10725958858,node,"Ruby Hall Clinic, Hinjawadi, Pune",hospital,,,,,,,18.5924771,73.733877,Hospital
10727125136,node,Chirayu hospital,hospital,yes,,,+91 83800 55444; +91 84469 55444,,,18.5981183,73.7639672,Hospital
10743414164,node,ASG eye hospital,hospital,,,,,,,18.5967134,73.7904165,Hospital
10755920583,node,White Shine Multispeciality Dental Clinic,hospital,yes,,,+919067440494,,Dr Heena Sonawane Sharma,18.5755375,73.9069211,Hospital
10806879301,node,JaiHind Hospital,hospital,,,,,,,18.6237191,73.851652,Hospital
10807210956,node,Sangvi Police Station,police,,,,,,,18.5785932,73.8156391,Police Station
10807258452,node,Avdhoot Hospital,hospital,,,,,,,18.159421,74.5752244,Hospital
10841638594,node,Suyash Hospital,hospital,,,,,,Dr Archana Dhumal,18.487695,74.1333938,Hospital
11059326652,node,Astha Hospital,hospital,,,,,,,18.6392794,73.7911307,Hospital
11059328195,node,Satav pathology Laboratory,hospital,,,,,,Dr. Satav,18.6366048,73.790488,Hospital
11145663294,node,Pharmacy,hospital,,,,,,,18.5348935,73.9448236,Hospital
11268303847,node,,police,,,,,,,18.6967146,73.6584954,Police Station
11292633361,node,Jeevan Uday Multispeciality Hospital,hospital,,,,,,,18.4429741,73.7807861,Hospital
11330878781,node,Vadgaon Budruk Police Chowki,police,,,,,,,18.4689831,73.8327946,Police Station
11465918491,node,Racemous Polyclinics,hospital,,,,,,,18.5208921,73.9329095,Hospital
11508053135,node,Flora Hospital,hospital,,,,,,Dr.Pawar,18.6466536,73.7549099,Hospital
11513329556,node,Highway Police,police,,,,,,,18.2273888,74.8162787,Police Station
11527131195,node,lonkar,hospital,,,,,,lonkar,18.5294468,73.9364213,Hospital
11545961639,node,,police,,,,,,,18.7539017,73.404556,Police Station
11581428805,node,elite hospital,hospital,yes,,,,,,18.5576766,73.7712894,Hospital
11583657115,node,patil hospital,hospital,,,,,,,18.4475111,73.8488292,Hospital
11607884417,node,Prism Dental and Medical Clinic,hospital,,,,,,Dr. Rohan Pulgaonkar,18.5233466,73.9333741,Hospital
11639408071,node,Bhaktisindhant Hospital,hospital,yes,,,,,,18.6674375,73.7836419,Hospital
11690681156,node,Sant Hospital,hospital,,,,,,,18.5426961,73.9244404,Hospital
11697434749,node,The Diagno Hub,hospital,,,,,,,18.6527185,73.8402987,Hospital
11729850453,node,Construction Site,hospital,,,,,,ABC,18.5829125,73.8068621,Hospital
11786140865,node,Kothrud Police Station,police,,,,,,,18.506629,73.8024748,Police Station
11786307337,node,Capital Hospital,hospital,,,,,,,18.5084717,73.793338,Hospital
11819933818,node,Vasundhara Multispeciality Hospital,hospital,,,,,,,18.7101194,73.8487002,Hospital
11819942781,node,Jijau Hospital,hospital,,,,,,,18.679124,73.8488567,Hospital
11909388851,node,Dr. Rajendra Mehata Hospital,hospital,yes,,,,,,18.5376938,73.8515302,Hospital
11935053307,node,PMC Health Center,hospital,no,,,,,Pune Municipal Corporation(PMC),18.5524886,73.9371731,Hospital
11939147052,node,Vighanaharata Hospital,hospital,yes,,,,,,18.4692892,73.8642415,Hospital
11942759805,node,Janta Fire Brigade station,fire_station,,,,,,,18.4996173,73.8484683,Fire Station
11993232411,node,Pulse Multispeciality Hospital,hospital,,,,,,Novosalus Technology,18.4595051,73.8233094,Hospital
12050590767,node,sparsh hospital,hospital,,,,,,,18.604663,73.7867792,Hospital
12085088227,node,,hospital,,,,,,,18.5737851,73.7048284,Hospital
12595620688,node,Align Diagnostic & BoneCare Polyclinic,hospital,,,,,,Nitesh Agrawal,18.5027108,73.817036,Hospital
12695936401,node,Sai General Hospital,hospital,,,,,,,18.5232288,73.6194954,Hospital
12743999956,node,Shreyash Banquets,hospital,,,,,,,18.5818334,73.9889847,Hospital
12942061149,node,Morya Multispeciality Hospital,hospital,,,,,,Novosalus Technology,18.4643737,73.8152989,Hospital
12942088174,node,Dr. Bhupeshkumar Kaware,hospital,,,,,,Novosalus Technology,18.563916,73.9186177,Hospital
12942222173,node,Abane Hospital,hospital,,,,,,Novosalus Technology,18.5011847,73.9383338,Hospital
12994259770,node,CHANDGUDE ACCIDENT HOSPITAL,hospital,yes,,,,,,18.1687072,74.5970768,Hospital
13014836263,node,Usha Urology & Andrology Clinic,hospital,,,,,,Novosalus Technology,18.5958627,73.7891883,Hospital
13014878905,node,Dr. Abhijeet Karad,hospital,,,,,,Novosalus Technology,18.6011876,73.7609645,Hospital
13069733796,node,Tiny Sparkles Dental Clinic | Multispeciality & Pediatric Dental Clinic,hospital,,,,,,,18.521272,73.7741764,Hospital
13144484779,node,Chakan Fire station,fire_station,,,,,,,18.77367,73.8693738,Fire Station
13277174096,node,Bhigwan Medicare Hospital Private Limited,hospital,,,,,,,18.2882571,74.7496653,Hospital
13332950667,node,City Hospital,hospital,,,,,,,18.5195788,73.8800262,Hospital
13347272452,node,city hospital,hospital,,,,,,,18.6161398,73.8296208,Hospital
13351468001,node,Glaze Dental Clinic - Speciality Dental Clinic and Implant Centre,hospital,,,,,,,18.5039723,73.9297032,Hospital
13366468376,node,MyGyne Clinic,hospital,,,,,https://www.mygyne.in/,,18.5082386,73.8221777,Hospital
13371299580,node,Shree Jeevan Hospital,hospital,,,,+91 95112 82020,,,18.7621801,73.5566186,Hospital
13371304699,node,Shree Jivan Hospital,hospital,,,,+91 96374 72820,,,18.7616239,73.5583735,Hospital
13371318498,node,Navajeevan Hospital,hospital,yes,,,,,Dr. Narendra Parmar Memorial Foundation,18.7618778,73.5569343,Hospital
13371332710,node,Rao Hospital,hospital,,,,+91 87668 39177,,,18.7617123,73.5573335,Hospital
13371397339,node,PHC Khadkala,hospital,,,,,,Zilla Parishad Pune,18.7636501,73.5552679,Hospital
13371416055,node,Kesar Ambulance Services,,ambulance_station,,,+91 95953 33451,,,18.7633117,73.5589559,Ambulance Station
13371416056,node,Sanjeevani Hospital,hospital,yes,,,,,,18.7626311,73.5581326,Hospital
13380447645,node,,hospital,,,,,,,18.587546,73.8870768,Hospital
13381078525,node,Samartha Hospital,hospital,,,,,,,18.7277423,73.6791991,Hospital
13381080115,node,Medicover Hospital,hospital,yes,,,,,,18.6344258,73.8461038,Hospital
13383251569,node,Siddhivinayak Hospital,hospital,yes,,,,,,18.7615542,73.5572177,Hospital
13383251593,node,Kamshet Hospital,hospital,,,,,,,18.7619019,73.5611214,Hospital
13383251596,node,Kamshet Hospital,hospital,,,,+91 93731 60505,,,18.7619041,73.5593666,Hospital
13404196986,node,Shivsai Medical & General store,hospital,no,,,,,,18.6580677,73.7215157,Hospital
13431900870,node,Synergy Heart Institute,hospital,yes,,,,,,18.5995293,73.7923998,Hospital
13459854901,node,Shri Sai Hospital (Nimbalkar Hospital),hospital,,,,02117263377,,,18.455791,74.5800677,Hospital
13521133884,node,Dr Abhinav Kesarwani Varicose Veins Specialist,hospital,no,,,+917219344591,www.drabhinav.com,Dr Abhinav Kesarwani,18.6325123,73.8015866,Hospital
13594692099,node,Anuja Multispeciality Hospital,hospital,,,,,https://www.anujahospital.com/,,18.4477588,73.8106351,Hospital
13594714993,node,Silver Birch Multispeciality Hospital,hospital,,,,,https://www.silverbirchhospitalwakad.com/,,18.6106471,73.7654745,Hospital
13616220311,node,ShivajiNagar Police Station,police,,,,,,,18.529982,73.8500128,Police Station
13619797648,node,Morya Medical,hospital,yes,,,,,,18.6273495,73.7820167,Hospital
13619853485,node,Ashwini Hospital And Endoscopy Center,hospital,,,,,,,18.6675733,73.7943345,Hospital
